,Unnamed: 0,question_id,context,question,quiz_subject_id,question_image,year,examining_board
2807,2807,5110,,"Considerando as ideias e os aspectos linguísticos do texto acima,julgue os itens seguintes.Pelos sentidos do texto, infere-se que a expressão todo excesso (L.21) é empregada para caracterizar qualquer forma imoderada de agir.",5,,2013,cespe
2808,2808,5111,,"Com base nas ideias e estruturas linguísticas do texto acima, julgueos itens seguintes.O trecho o número de visitantes únicos (L.12-13) está entre vírgulas porque se classifica como aposto explicativo.",5,,2013,cespe
2809,2809,5112,,"Com base nas ideias e estruturas linguísticas do texto acima, julgueos itens seguintes.Infere-se do texto que o crescimento do número de visitantes únicos é um indicador relevante da importância da informação virtual.",5,,2013,cespe
2810,2810,5113,,"Com base nas ideias e estruturas linguísticas do texto acima, julgue ositens seguintes.O trecho o número de visitantes únicos (L.12) está entre vírgulas porque se classifica como aposto explicativo.",5,,2013,cespe
2811,2811,5114,,"Julgue os itens que se seguem, acerca das estruturas linguísticasapresentas no texto acima.Nas linhas 18 e 19, os pronomes possessivos suas e seus referem-se ao antecedente mulheres (L.17).",5,,2013,cespe
2812,2812,5115,,"Em relação às estruturas linguísticas do texto acima, julgue os itensa seguir.No trecho a do reconhecimento (L.4), há elipse do termo aplicação (L.3), anteriormente utilizado.",5,,2013,cespe
2813,2813,5116,,"Com relação aos sentidos e a aspectos linguísticos do texto acima,julgue os itens que se seguem.Segundo o autor do texto, para que haja justiça, é necessário o controle sistemático dos processos judiciais pelos agentes públicos.",5,,2013,cespe
2814,2814,5117,,"Com base nas ideias e estruturas linguísticas do texto acima, julgue ositens seguintes.Na linha 2, o emprego do acento indicativo de crase em acessos às páginas justifica-se pela regência de acessos, que exige complemento antecedido pela preposição a, e pela presença de artigo definido feminino plural antes de páginas.",5,,2013,cespe
2815,2815,5118,,"Julgue os itens a seguir, relativos às informações e estruturas linguísticas do texto acima. Estariam mantidas a correção gramatical e a coerência do texto se, feitos os devidos ajustes de maiúsculas e minúsculas, o trecho Inalterado desde a redemocratização (l.1) fosse deslocado e inserido, entre vírgulas, imediatamente após brasileiro (l.2).",5,,2013,cespe
2816,2816,5119,,"Com base na leitura do texto acima, julgue os itens a seguir. Seria mantida a correção gramatical do texto, caso a forma verbal manter (l.5) fosse flexionada no plural manterem.",5,,2013,cespe
2817,2817,5120,,"Julgue os itens subsecutivos, relativos às ideias e estruturas linguísticas do texto acima.Da leitura do texto infere-se que, com o surgimento da cultura impressa, criou-se um novo tipo de homem e de sociedade, o que favoreceu sentidos como a visão em detrimento de outros e, ao mesmo tempo, engendrou determinada forma de racionalidade limitadora, que veio a ser modificada com a era seguinte.",5,,2013,cespe
2818,2818,5121,,"Texto para os itens de 1 a 15No que se refere às estruturas linguísticas do texto, julgue os itens a seguir.O vocábulo redobrado (L.8) tem, no contexto, sentido diferente do de reduplicado.",5,,2013,cespe
2819,2819,5122,,"Texto para os itens de 1 a 15No que se refere às estruturas linguísticas do texto, julgue os itens a seguir.A correção gramatical do texto seria mantida, caso a mesma forma de colocação do pronome se no segmento que se fazer esforço (L.7-8) anteposição à forma verbal fosse empregada em aumenta-se (L.6), notam-se (L.16) e Destacam-se (L.20).",5,,2013,cespe
2820,2820,5123,,"Texto para os itens de 1 a 15A partir das ideias e dos argumentos suscitados pelo texto, julgue os itens subsequentes.No texto, é abordada a necessidade de se lidar com as tendências e mudanças derivadas das novas formas de conhecimento, objeto do que se denomina, hoje, por era do conhecimento.",5,,2013,cespe
2821,2821,5124,,"A respeito das ideias e de aspectos linguísticos do texto acima, julgue os itens de 1 a 10.No trecho não só se atendo aos limites inerentes ao Estado democrático de direito (L.25-26), a partícula se, cujo referente é A polícia democrática (L.21), exerce a função de complemento da forma verbal atendo.",5,,2013,cespe
2822,2822,5125,,"A respeito das ideias e de aspectos linguísticos do texto acima, julgue os itens de 1 a 10.A forma verbal Instaura (L.10) poderia ser corretamente flexionada no plural  Instauram , caso em que passaria a concordar com ambos os núcleos do sujeito composto uma política de segurança de emergência e um direito penal do inimigo (L.10-11).",5,,2013,cespe
2823,2823,5126,,"Com referência às ideias e à tipologia do texto acima apresentado,julgue os itens de 10 a 15.O autor do texto conclui que o cidadão mal informado, ao declarar apoio às medidas de defesa do meio ambiente, não o faz plenamente consciente da relevância dessas medidas.",5,,2013,cespe
2824,2824,5127,,"Julgue os itens de 1 a 9, relativos à tipologia e às ideias do texto acima, bem como às estruturas nele empregadas.A substituição do trecho foi finalmente criado o Ministério do Meio Ambiente (L.32) por finalmente o Ministério do Meio Ambiente criou-se, embora não prejudique a correção gramatical do texto, altera as relações sintáticas e o sentido original do período.",5,,2013,cespe
2825,2825,5128,,"Julgue os itens de 1 a 9, relativos à tipologia e às ideias do texto acima, bem como às estruturas nele empregadas.O trecho mecanismos para a gestão (L.10) poderia ser corretamente substituído por mecanismos de gestão.",5,,2013,cespe
2826,2826,5129,,"Com relação ao texto acima, julgue os seguintes itens.No trecho A economia solidária vem-se apresentando (L.1), o deslocamento do pronome pessoal oblíquo para depois do verbo principal da locução não prejudicaria a correção gramatical do texto: vem apresentando-se.",5,,2013,cespe
2827,2827,5130,,"Com relação ao texto acima, julgue os seguintes itens.A supressão do travessão empregado na linha 6 não afetaria a correção gramatical do texto, mas alteraria o seu sentido original.",5,,2013,cespe
2828,2828,5131,,"Julgue os itens de 10 a 15, relativos às ideias e estruturaslinguísticas do texto acima.Depreende-se das informações do texto que os imigrantes italianos influenciaram a forma de negociação entre trabalhadores e empregadores no Brasil, contribuindo para a dissolução das antigas e obsoletas convenções coletivas de trabalho.",5,,2013,cespe
2829,2829,5132,,"Em relação às ideias e estruturas linguísticas do texto acima, julgueos itens a seguir.O emprego de aspas em passíveis de desfazimento (L.3-4) justifica-se porque desfazimento é expressão não dicionarizada que constitui neologismo.",5,,2013,cespe
2830,2830,5133,,"A respeito dos sentidos do texto de Sérgio Sampaio, que constitui a letra de uma música, julgue os itens seguintes.O trecho “Quanto mais escapa o tempo / Dos falsos educandários / Mais a dor é o documento / Que os agride e os separa” (v.18-21) poderia, sem prejuízo para a correção gramatical, ser reescrito da seguinte forma: À medida que escapa o tempo dos falsos educandários, a dor vai se tornando o documento que os agride e os separa.",5,,2013,cespe
2831,2831,5134,,"Acerca de aspectos linguísticos do texto, julgue os itens a seguir.O termo “amarga” (v.33) corresponde a uma característica que, no texto, qualifica “quadrilha” (v.34).",5,,2013,cespe
2832,2832,5135,,"Julgue os próximos itens, relativos aos sentidos e aos aspectos linguísticos do texto
acima.A correção gramatical e o sentido do texto seriam preservados caso a vírgula imediatamente após o termo “quais” (l.25) fosse substituída pelo sinal de dois-pontos.",5,,2013,cespe
2833,2833,5136,,"Os itens seguintes apresentam propostas de reescritura de trechos do texto acima.
Julgue-os quanto à correção gramatical e à manutenção do sentido original do texto.“A prisão (...) delinquentes perigosos” (l.1-2): Conquanto devolva indivíduos corrigidos à liberdade, a prisão dissemina delinquentes perigosos na população.",5,,2013,cespe
2834,2834,5137,,"Em relação ao texto acima, julgue os itens que se seguem. A expressão o referido mecanismo (l.2-3) retoma o antecedente justiça ineficiente (l.2).",5,,2013,cespe
2835,2835,5138,,"Em relação ao texto acima, julgue os itens que se seguem.O termo com isso (l.8) refere-se ao fato de o Congresso ter incluído em sua agenda positiva um esforço para eliminar essa prerrogativa (l.6-7).",5,,2013,cespe
2836,2836,5139,,"Em relação às estruturas linguísticas do texto acima, julgue os itens a seguir. O emprego do sinal indicativo de crase em às inativações (l.6) justifica-se pela regência do termo envio (l.5), que exige complemento regido da preposição a, e pela presença do artigo definido feminino plural que determina o substantivo inativações (l.6).",5,,2013,cespe
2837,2837,5140,,"Com base no texto acima, julgue os itens a seguir.Depreende-se das ideias do texto que o aumento da produtividade da lavoura reduz a necessidade de utilização de maiores extensões de terra.",5,,2013,cespe
2838,2838,5141,,"Em relação a ideias e estruturas linguísticas do texto acima, julgue os itens que se seguem.O emprego de apenas (l.10) enfatiza a ideia de que é pequena a quantidade de água a ser desviada do rio São Francisco.",5,,2013,cespe
2839,2839,5142,,"Com base nas ideias contidas no texto, julgue os itens que se seguem:O poder de compra da população que trabalha aumentou 19% do ano de 2003 ao ano de 2010.",5,,2013,cespe
2840,2840,5143,,"1 Em muitos lugares, as mulheres não têm apoio para
 funções essenciais da vida humana. Elas são menos nutridas
 que os homens, menos saudáveis e mais vulneráveis à violência
4  física e ao abuso sexual. Em comparação aos homens, têm
 chances menores de serem alfabetizadas, e menores ainda de
 terem educação técnica ou profissionalizante. Quando tentam
7  ingressar no mundo do trabalho, enfrentam obstáculos maiores,
 inclusive intimidação da família ou do cônjuge, discriminação
 sexual na contratação e assédio sexual no trabalho ? todos
10  frequentemente sem medidas de proteção legal eficazes.
 Obstáculos semelhantes costumam impedir sua participação
 efetiva na vida política. Em muitas nações, as mulheres não são
13  devidamente iguais perante a lei: não têm os mesmos direitos
 de propriedade que os homens, os mesmos direitos de firmar
 um contrato, os mesmos direitos de associação, mobilidade e
16  liberdade religiosa. Frequentemente sobrecarregadas pela dupla
 jornada de um trabalho fatigante e uma total responsabilidade
 pelos trabalhos domésticos e pelo cuidado com os filhos, elas
19  perdem oportunidades de lazer e cultivo da imaginação e
 cognição. Todos esses fatores comprometem o bem-estar
 emocional: as mulheres têm menos oportunidades que os
22  homens de viverem livres do medo e de desfrutarem de tipos
 gratificantes de amor ? especialmente quando, como
 frequentemente ocorre, são casadas por obrigação na infância
25  e não têm a quem recorrer diante de um casamento ruim. De
 todas essas formas, circunstâncias sociais e políticas desiguais
 dão às mulheres capacidades humanas desiguais.
Martha Nussbaum. Capacidades e justiça social. In: Debora Diniz;
 Marcelo Medeiros; Lívia Barbosa (Org.). Deficiência e igualdade.
Brasília: LetrasLivres; EdUnB, 2010, p. 21-2 (com adaptações).
A respeito das ideias e de aspectos linguísticos do texto acima,
julgue os itens de 1 a 7.O termo todos (l9) forma uma cadeia coesiva com o termo obstáculos (l7), retomando-o. 0",5,,2013,cespe
2841,2841,5144,,"1  Trabalhar é condição essencial, não somente pela
 manutenção financeira, mas pela dignificação da vida. Trabalhar
 constitui uma parte importante da vida. E vai além do ganha-pão.
4  Tem a ver com realização pessoal, com sentir-se útil e encontrar
 sentido para os dias. A importância do trabalho na vida do ser
 humano vai muito além da satisfação de nossas necessidades
7  básicas. O trabalho, por si só, é revelador da nossa humanidade, uma
 vez que possibilita a ação transformadora sobre a natureza e si
 mesmo. Além disso, a nossa capacidade inventiva e criadora é
10  exteriorizada através do ofício que realizamos, afirma a psicóloga
 organizacional Vanessa Rissi.
 De outro lado, o fato de não trabalhar pode ter
13  consequências negativas, que afetam a personalidade. Em razão da
 centralidade que o trabalho ocupa em nossas vidas é que podemos
 compreender as consequências negativas do não trabalho, da
16  inatividade. Um sujeito sem trabalho é impedido de se realizar como
 homem e cidadão, o que atinge sua dignidade, salienta a psicóloga.
 Tão importante quanto desempenhar o seu ofício é gostar
19  do que se faz. Quem realiza o seu trabalho sem estar contente com
 o que executa certamente não terá empenho e renderá menos, além
 de ficar propenso ao desenvolvimento da depressão. Trabalhar sem
22  sentir prazer é sinônimo de sofrimento e de adoecimento. Um
 trabalho que não for considerado gerador de bem-estar trará mais
 prejuízos do que benefícios. Não é possível que um trabalho, ao
25  causar sofrimento, cumpra a sua função de dignificar o homem.
 A sensação de bem-estar está ligada a características como
 trabalho estimulante e desafiador, possibilidade de crescimento na
28  carreira, aprendizado e desenvolvimento, clima organizacional
 positivo, remuneração e benefícios justos, afirma Vanessa. Por
 isso, tão importante quanto gostar do que se faz é desempenhar essa
31  função em um local que ofereça as condições necessárias.
Glenda Mendes. O trabalho dignifica o homem. In:O Nacional,
1.º/5/2013. Internet: (com adaptações).O emprego da vírgula logo após a expressão não trabalho (l15) justifica-se por isolar termo de natureza explicativa.",5,,2013,cespe
2842,2842,5145,,"1 De acordo com o ranking anual elaborado e divulgado
 recentemente pelo Fórum Econômico Mundial, o Brasil saltou
 de 82.º para 62.º lugar em se tratando de redução de
4  desigualdade de gêneros. Tanto a Constituição Federal
 brasileira quanto a legislação infraconstitucional - trabalhista,
 eleitoral, civil e penal - contêm diversos dispositivos de
7  proteção à mulher.
 Mas será que nosso conjunto de leis tem sido
 suficiente para impedir que milhares de mulheres que vêm
10  conquistando mais espaço no mundo do trabalho sejam tratadas
 de forma discriminatória, humilhante e muitas vezes doentia?
 Diariamente juízes do trabalho de todo o país julgam
13  processos com pedidos de indenização por dano moral
 decorrente de assédio a mulheres. Os casos vão para as páginas
 oficiais dos tribunais, muitos ganham destaque nos jornais de
16  repercussão nacional. Mas, segundo os magistrados, esses
 processos representam apenas a ponta do iceberg do grande
 problema trabalhista contemporâneo: o assédio.A mulher e o assédio moral. Internet: (com adaptações).
Com referência às ideias e a aspectos linguísticos do texto acima,
julgue os itens de 6 a 11.Os vocábulos juízes e país são acentuados de acordo com regras de acentuação gráfica distintas.",5,,2013,cespe
2843,2843,5146,,"A respeito das estruturas linguísticas do texto acima, julgue os itens

seguintes.
O texto classifica-se como expositivo, visto que, nele, é defendida, com base em argumentos, a punição daqueles que pratiquem assédio moral.",5,,2013,cespe
2844,2844,5147,,"Em relação ao texto acima, julgue os seguintes itens.Depreende-se da leitura do texto que tanto o seu autor quanto os multiculturalistas reconhecem que não há culturas mais importantes ou menos importantes que outras.",5,,2013,cespe
2845,2845,5148,,"Nos itens a seguir, são apresentados trechos, adaptados, de texto
publicado em jornal de grande circulação. Julgue-os de acordo com
a prescrição gramatical.É importante consolidar, por meio da educação, principalmente da educação básica, além do domínio das letras e dos números, o cultivo, entre os estudantes, de laços de amizades genuínas, da cooperação, da solidariedade, do espírito comunitário e do exercício da plena cidadania, como contraponto à hipertrofia do ego, à violência generalizada e à banalização da vida.",5,,2013,cespe
2846,2846,5149,,"A partir das ideias e das estruturas linguísticas do texto acima, julgue os itens que se seguem.Sem prejuízo para o sentido original do texto, o trecho esses comportamentos são publicamente condenados na maior parte do mundo (L.15-16) poderia ser corretamente reescrito da seguinte forma: publicamente, esses comportamentos consideram-se condenados em quase todo o mundo.",5,,2013,cespe
2847,2847,5150,,"A partir das ideias e das estruturas linguísticas do texto acima, julgue os itens que se seguem.No texto, a expressão pequenos e grandes (L.20) não se refere a tamanho, podendo ser interpretada como equivalente à expressão adultos e jovens (L.1), ou seja, em referência a faixas etárias.",5,,2013,cespe
2848,2848,5151,,"No que se refere aos sentidos e às estruturas linguísticas do texto acima, julgue os itens a seguir.A forma verbal podem (L.8) está empregada no sentido de têm autorização.",5,,2013,cespe
2849,2849,5152,,"Com base nas ideias e na estrutura do texto acima, julgue os itens de 6 a 13.O emprego da vírgula utilizada logo após o nome medidas (L.35) é obrigatório.",5,,2013,cespe
2850,2850,5153,,"Com base nas ideias e na estrutura linguística do texto acima, julgue os itens a seguir.A partir da década de 80, teve início a crise nacional desenvolvimentista que se estendeu até o início do século XXI e que acarretou prejuízos consideráveis ao setor rodoviário do Brasil.",5,,2013,cespe
2851,2851,5154,,"Com base no texto, julgue os itens que se seguem. A forma verbal correta derivada do vocábulo privilégio (l.8) é previlegiar.",5,,2013,cespe
2852,2852,5155,,"A partir das ideias do texto acima, julgue os itens de 1 a 8. O pronome Isso (l.8) faz referência à mudança de relação das sociedades ocidentais industriais no que diz respeito a ciência e tecnologia.",5,,2013,cespe
2853,2853,5156,,"Julgue os itens que se seguem, relativos à estrutura linguística do texto. Na linha 12, a forma verbal são está flexionada no plural porque deve concordar com o numeral 8,8.",5,,2013,cespe
2854,2854,5157,,"Julgue os próximos itens, referentes a aspectos linguísticos do texto.Se o artigo As (l.6) fosse substituído pelo pronome Suas, os sentidos do texto não seriam alterados, uma vez que a expressão As instalações faz referência às instalações da área usada para pesca, agricultura e silvicultura.",5,,2013,cespe
2855,2855,5158,,"Julgue os itens seguintes com base nas ideias expressas no texto. Das atividades relacionadas à construção e ao uso de instalações comerciais mencionadas entre as linhas 11 e 20, a extração de rochas das pedreiras e a limpeza de pastagens são as menos danosas ao meio ambiente, conforme o texto.",5,,2013,cespe
2856,2856,5159,,"Com base nos aspectos linguísticos do texto, julgue os itens subsequentes.Sem prejuízo para a correção gramatical ou para o sentido original do texto, a expressão no qual (l.11) poderia ser substituída pelo pronome onde.",5,,2013,cespe
2857,2857,5160,,"Com base nos aspectos linguísticos do texto, julgue os itens subsequentes. A partícula se ligada ao verbo estabelece (l.23) denota a indeterminação do sujeito desta forma verbal.",5,,2013,cespe
2858,2858,5161,,"Com base no texto, julgue os itens de 6 a 15. A forma verbal correta derivada do vocábulo privilégio (l.8) é previlegiar.",5,,2013,cespe
2859,2859,5162,,"O ser humano, dotado de inteligência e sabedoria, é capaz de criar. Essa criação, quando representa uma solução para determinado problema técnico e pode ser industrializada, merece ser protegida, de modo que o prestígio do inventor/autor seja reconhecido. A propriedade industrial é o ramo da propriedade intelectual que trata das criações intelectuais voltadas para as atividades de indústria, comércio e prestação de serviços. Engloba a proteção das invenções (patente de invenção e modelo de utilidade), das marcas (de comércio, de serviços e nomes comerciais), dos desenhos industriais, das indicações geográficas e dos cultivares. Manual de Propriedade Industrial. ABIMAQ/IPD-Maq 7, Núcleo de apoio ao patenteamento, p. 5. In: Internet: (com adaptações). Considerando os aspectos relacionados à análise, compreensão e interpretação do texto, julgue os seguintes itens. Do texto se infere que patentes, marcas, desenhos industriais, indicações geográficas e até plantas completas produzidas mediante técnicas de cultivo podem ser consideradas criações intelectuais passíveis de proteção legal.",5,,2013,cespe
2860,2860,5163,,"Julgue os itens seguintes, relativos às ideias e a aspectos linguísticos do texto acima. Com base nos dados apresentados no texto, é correto concluir que a situação do Brasil, no que diz respeito ao número de promotores existentes no Ministério Público por habitante, está pior que a da Guatemala, mas melhor que a do Peru.",5,,2013,cespe
2861,2861,5164,,"Julgue os itens seguintes, relativos ao texto acima apresentado. Sem prejuízo dos sentidos originais do texto e de sua correção gramatical, na linha 3, o ponto final empregado logo após a forma verbal diversificam poderia ser substituído por sinal de dois-pontos, seguido por Os grafado com inicial minúscula.",5,,2013,cespe
2862,2862,5165,,"Considerando os sentidos e aspectos linguísticos do texto acima, julgue os itens a seguir.Pela organização sintática do segundo período do texto, pode-se interpretar o trecho uma quimera não merecedora de nossa constante atenção (l.7-8) como uma ampliação do sentido da expressão mera suposição (l.6-7).",5,,2013,cespe
2863,2863,5166,,"Julgue os itens seguintes, relativos às ideias e a aspectos linguísticos do texto acima. No último período do texto, a palavra atribuições está subentendida logo após o vocábulo as (l.13), que poderia ser substituído por aquelas, sem prejuízo para a correção do texto.",5,,2013,cespe
2864,2864,5167,,"Com relação às ideias do texto ao lado de Paulo Henrique SoutoRibeiro e às estruturas linguísticas nele empregadas, julgue ospróximos itens.O protocolo de chave pública é, atualmente, um meio eficaz de se promover a comunicação segura de dados sigilosos, de acordo com o texto.",5,,2013,cespe
2865,2865,5168,,"Acerca das estruturas linguísticas do texto, julgue os itens subsecutivos. A substituição da expressão em qual (L.5) por que preservaria a correção da estrutura sintática do texto.",5,,2013,cespe
2866,2866,5169,,"A respeito das ideias apresentadas no texto, julgue os itens seguintes. Da leitura do terceiro parágrafo do texto, no qual é mencionado o fato de o regime de tolerância linguística provido pela Declaração Universal dos Direitos Humanos não suportar direitos linguísticos de forma específica (L.27-28), infere-se que os direitos linguísticos dos indígenas não estão previstos nesse documento.",5,,2013,cespe
2867,2867,5170,,"""Mesmo com os avanços na área de segurança, os
crimes virtuais, ou cibercrimes, continuam causando muitos
problemas financeiros, como mostrou um estudo feito pela
4 empresa de segurança Norton no ano de 2012. De acordo com
o estudo, somente no Brasil, os prejuízos superam a casa dos
R$ 15 bilhões por ano. No mundo todo, esse valor sobe para
7 cerca de R$ 220 bilhões. Entre os motivos para esses números
expressivos, estão o aumento de ataques a dispositivos móveis
e redes sociais e a própria lentidão do sistema no combate aos
10 crimes.
O estudo revela que, com a prosperidade da economia
brasileira e a crescente aquisição de computadores e celulares,
13 o Brasil tem-se mostrado um alvo importante para os
criminosos, além de se apresentar como origem de grande parte
dos ataques no mundo. Nesse quesito, o país está em quarto
16 lugar no ranque mundial, atrás apenas dos Estados Unidos da
América, da China e da Índia. A tradição social do país pode
contribuir para esse fato, já que sítios de relacionamento como
19 Facebook, Orkut e Twitter são populares também entre os
criminosos. Eles conseguem angariar informações pessoais
sobre as vítimas e ainda utilizam as plataformas para
22 disseminar ameaças. A pesquisa mostra que os usuários da
Internet, em geral, ainda não se preocupam em checar links
antes de compartilhá-los ou desconectar-se dos sítios ao deixar
25 de navegar neles, e não têm ideia se suas configurações são
públicas ou privadas.
A pesquisa indica, ainda, que 30% das pessoas no
28 mundo não pensam sobre o cibercrime, por não acreditarem
que poderiam ser vítimas desse tipo de ação, enquanto 21%
admitem não tomar quaisquer medidas de segurança quando
31 estão online. De fato, os usuários nem sequer têm percepção da
própria situação: 51% não entendem como funcionam os
procedimentos de segurança virtual e não sabem reconhecer se
34 seus sistemas estão infectados, 55% não têm certeza se seu
computador está livre de ameaças e 48% utilizam apenas um
antivírus básico. A esse respeito, um dos responsáveis pelo
37 estudo afirma: ""É como andar rápido em uma rodovia sem um
cinto de segurança."" No entanto, ele reconhece que, aos
poucos, as pessoas estão se educando: 89% já apagam emails
40 suspeitos.""
Bruno do Amaral. Perdas com cibercrimes chegam a R$ 15 bi no Brasil por
ano. Internet: (com adaptações)A partícula se, tanto na linha 33 quanto na linha 34, introduz circunstância condicional.",5,,2013,cespe
2868,2868,5171,,"""Mesmo com os avanços na área de segurança, os
crimes virtuais, ou cibercrimes, continuam causando muitos
problemas financeiros, como mostrou um estudo feito pela
4 empresa de segurança Norton no ano de 2012. De acordo com
o estudo, somente no Brasil, os prejuízos superam a casa dos
R$ 15 bilhões por ano. No mundo todo, esse valor sobe para
7 cerca de R$ 220 bilhões. Entre os motivos para esses números
expressivos, estão o aumento de ataques a dispositivos móveis
e redes sociais e a própria lentidão do sistema no combate aos
10 crimes.
O estudo revela que, com a prosperidade da economia
brasileira e a crescente aquisição de computadores e celulares,
13 o Brasil tem-se mostrado um alvo importante para os
criminosos, além de se apresentar como origem de grande parte
dos ataques no mundo. Nesse quesito, o país está em quarto
16 lugar no ranque mundial, atrás apenas dos Estados Unidos da
América, da China e da Índia. A tradição social do país pode
contribuir para esse fato, já que sítios de relacionamento como
19 Facebook, Orkut e Twitter são populares também entre os
criminosos. Eles conseguem angariar informações pessoais
sobre as vítimas e ainda utilizam as plataformas para
22 disseminar ameaças. A pesquisa mostra que os usuários da
Internet, em geral, ainda não se preocupam em checar links
antes de compartilhá-los ou desconectar-se dos sítios ao deixar
25 de navegar neles, e não têm ideia se suas configurações são
públicas ou privadas.
A pesquisa indica, ainda, que 30% das pessoas no
28 mundo não pensam sobre o cibercrime, por não acreditarem
que poderiam ser vítimas desse tipo de ação, enquanto 21%
admitem não tomar quaisquer medidas de segurança quando
31 estão online. De fato, os usuários nem sequer têm percepção da
própria situação: 51% não entendem como funcionam os
procedimentos de segurança virtual e não sabem reconhecer se
34 seus sistemas estão infectados, 55% não têm certeza se seu
computador está livre de ameaças e 48% utilizam apenas um
antivírus básico. A esse respeito, um dos responsáveis pelo
37 estudo afirma: ""É como andar rápido em uma rodovia sem um
cinto de segurança."" No entanto, ele reconhece que, aos
poucos, as pessoas estão se educando: 89% já apagam emails
40 suspeitos.""
Bruno do Amaral. Perdas com cibercrimes chegam a R$ 15 bi no Brasil por
ano. Internet: (com adaptações)a morosidade no combate aos crimes está entre as causas do aumento no número de crimes virtuais que lesam a sociedade brasileira.",5,,2013,cespe
2869,2869,5172,,"Considerando as ideias e as estruturas linguísticas do texto acima, julgue os itens Na expressão cláusula pétrea ( l.6), o vocábulo pétrea provém de pedra e relaciona- se, em sentido denotativo, a algo que tem resistência de pedra, ao passo que o termo jurídico completo, com sentido conotativo, refere- se a algo que demonstra insensibilidade, dureza.",5,,2013,cespe
2870,2870,5173,,"Em relação à tipologia, às informações e às estruturas linguísticas do texto acima, julgue os itens a seguir.Ainda faltam muitos anos para que Luiz Alberto alcance a liberdade.",5,,2013,cespe
2871,2871,5174,,"Em relação à tipologia, às informações e às estruturas linguísticas do texto acima, julgue os itens a seguir.A palavra protagonista (L.4) retoma o antecedente Luiz Alberto Mendes Júnior (L.2).",5,,2013,cespe
2872,2872,5175,,"Julgue os itens de 10 a 15, referentes às ideias e às estruturas linguísticas do texto acima.O texto é constituído de argumentos que defendem a ideia de que o Estado brasileiro é omisso quanto à necessidade de integração físico-territorial",5,,2013,cespe
2873,2873,5176,,"Julgue os próximos itens com base na estrutura linguística do texto.Caso as formas verbais flexionadas pratica (l.17) e arrecada (l.18) fossem substituídas pelas formas nominais praticar e arrecadar, respectivamente, a correção do texto seria mantida, mas não o seu sentido.",5,,2013,cespe
2874,2874,5177,,"Em relação ao texto acima, julgue os itens que se seguem.Em espalham-se (l.1), o termo se indica que o sujeito da oração é indeterminado.",5,,2013,cespe
2875,2875,5178,,"Com base no texto acima, julgue os itens a seguir.Haveria prejuízo para a correção gramatical do texto se a oração não houve registro de danos (l.13) fosse assim reescrita: não houveram registros de danos.",5,,2013,cespe
2876,2876,5179,,"Julgue os seguintes itens, relativos a aspectos linguísticos do texto acima.O termo submerso (l.10) tem, no contexto, o mesmo sentido de imerso.",5,,2013,cespe
2877,2877,5180,,"Julgue os seguintes itens, relativos a aspectos linguísticos do texto acima.O trecho um pequeno continente perdido (l.3) funciona, sintaticamente, como complemento da forma verbal repousa (l.2).",5,,2013,cespe
2878,2878,5181,,"Os trechos apresentados nos itens abaixo são fragmentos adaptados de um texto retirado do portal www.cprm.gov.br. Julgue-os quanto à correção gramatical.O Brasil apresenta, ainda, baixo consumo de água tratada per capita, mas vem evoluindo ao longo dos anos. A disponibilidade de água tratada tem influenciado o aumento do consumo no território brasileiro, embora esse consumo permaneça fortemente relacionado a fatores sazonais.",5,,2013,cespe
2879,2879,5182,,"Julgue os itens subsequentes, relativos aos sentidos e a aspectos estruturais e linguísticos do texto acima.A ocorrência de hiato justifica o emprego do acento agudo nas vogais i e u nas palavras construída e conteúdos.",5,,2013,cespe
2880,2880,5183,,"Julgue os itens a seguir, acerca dos sentidos do texto acima e de seus aspectos linguísticos.A prevalência do sentido figurado no texto indica que o autor fala da própria construção textual sem considerar a realidade concreta do rio, da água, do poço, da enchente e da seca.",5,,2013,cespe
2881,2881,5184,,"Considerando as informações e estruturas do texto acima, julgue os itens seguintes.A descrição dos depósitos de ferro da Serra do Carajás feita inicialmente por Tolbert et al. (1971) e Beisiegel et al. (1973) (L.3-4) foi sensivelmente alterada e, posteriormente, invalidada pelas descrições de Meirelles (1986) e Meirelles e Dardenne (1993) (L.22-23), em decorrência do desenvolvimento atual da mineração a céu aberto (L.16) nas áreas do Grupo Grão-Pará.",5,,2013,cespe
2882,2882,5185,,"Considerando as informações e estruturas do texto acima, julgue os itens seguintes.Em o que conduziu à formação (L.15), o emprego do sinal indicativo de crase é obrigatório, de forma que a omissão desse sinal alteraria os sentidos do texto e prejudicaria sua correção gramatical.",5,,2013,cespe
2883,2883,5186,,"Julgue os seguintes itens, que se referem a ideias e aspectos linguísticos do texto acima.Pela mesma regra de acentuação gráfica, justifica-se o acento gráfico nos vocábulos países, possível e difícil.",5,,2013,cespe
2884,2884,5187,,"Considerando as ideias e os aspectos linguísticos do texto acima, julgue os itens que se seguem.No trecho ele até se espantava ao ver que não avançava no curso (l.12-13), o uso da ênclise com o infinitivo manteria a correção gramatical e o sentido do texto na reescrita seguinte: ele até espantava ao ver-se que não avançava no curso.",5,,2013,cespe
